pid,occupation,exposure,female,age,master,stem,tier1,months_grad,employed,parent_edu,internship,income,retained,phcd1,phcd2,phcd3,phcd4,anx1,anx2,anx3,anx4,lit1,lit2,lit3,lit4,sup1,sup2,sup3,sup4,adp1,adp2,adp3,adp4,avd1,avd2,avd3,mkr1,mkr2,mkr3,reskill_hours
674,Customer service and operations,0.64,1,24,0,1,0,27,0,1,1,0.0,1,5,4,4,5,5,4,3,5,2,3,2,3,2,6,4,5,3.0,2.0,3.0,2.0,6.0,5.0,7.0,2,1,3,19.0
675,Manufacturing operations,0.3,1,23,0,1,0,19,1,1,1,4600.0,1,6,4,4,5,4,2,1,2,3,3,2,4,6,3,5,4,5.0,5.0,5.0,5.0,2.0,4.0,1.0,1,2,2,26.0
676,Legal services,0.68,0,24,0,0,0,23,1,1,1,10200.0,0,3,4,3,3,4,3,4,3,6,6,7,6,4,6,5,3,,,,,,,,3,4,5,
677,Mechanical and civil engineering,0.42,0,21,0,0,1,7,1,0,1,7100.0,1,3,2,3,1,3,2,3,3,7,3,3,3,5,4,5,3,4.0,4.0,4.0,3.0,5.0,5.0,5.0,2,4,2,10.0
678,Public sector and institutions,0.5,0,21,0,1,1,3,0,1,1,0.0,1,3,5,2,4,4,1,2,3,5,4,4,5,5,5,6,6,4.0,3.0,4.0,3.0,4.0,1.0,2.0,1,3,3,19.0
679,Accounting and audit,0.82,1,21,0,0,1,4,1,0,1,12800.0,1,3,3,4,4,3,3,4,3,6,4,5,6,5,5,5,4,5.0,5.0,2.0,3.0,4.0,4.0,3.0,5,2,4,14.0
680,"Banking, securities and finance",0.71,1,21,0,1,1,13,1,0,1,9400.0,0,3,2,5,3,4,5,5,5,6,7,7,4,5,5,5,4,,,,,,,,7,5,7,
681,Accounting and audit,0.82,1,23,0,1,0,35,1,1,0,6600.0,1,5,6,6,6,2,4,3,4,2,5,6,2,4,6,5,5,3.0,5.0,2.0,6.0,5.0,6.0,5.0,5,5,6,18.0
682,Design and creative services,0.66,0,25,1,0,0,35,1,1,0,5300.0,0,6,3,6,4,4,4,4,4,4,4,3,4,2,3,1,1,,,,,,,,4,5,5,
683,Public sector and institutions,0.5,1,21,0,0,0,14,1,0,1,3600.0,1,4,4,4,3,5,3,5,4,5,5,6,4,4,4,3,4,7.0,7.0,6.0,4.0,6.0,5.0,6.0,3,4,4,71.0
684,Accounting and audit,0.82,1,22,0,0,0,5,0,0,0,0.0,1,6,4,5,4,5,4,3,4,7,7,7,7,3,2,3,3,5.0,5.0,5.0,6.0,4.0,5.0,4.0,4,1,5,20.0
685,Marketing and e-commerce,0.6,1,22,0,0,1,9,1,0,1,8700.0,1,6,4,7,4,6,7,7,7,4,4,4,3,6,6,4,4,4.0,7.0,5.0,6.0,4.0,6.0,5.0,5,6,5,148.0
686,Logistics and supply chain,0.33,0,25,0,1,1,30,1,0,0,5000.0,1,1,1,1,1,3,3,4,3,5,6,5,4,7,6,6,5,5.0,5.0,6.0,6.0,3.0,4.0,1.0,4,2,4,69.0
687,Accounting and audit,0.82,1,23,0,1,0,24,1,0,0,11300.0,1,7,6,5,6,4,2,5,5,7,7,4,6,2,3,2,4,4.0,6.0,4.0,6.0,3.0,3.0,3.0,1,1,1,84.0
688,Public sector and institutions,0.5,0,24,0,0,1,34,0,0,1,0.0,1,3,4,2,3,3,3,1,3,5,5,5,6,4,4,6,5,5.0,6.0,6.0,5.0,1.0,1.0,1.0,4,5,4,87.0
689,Manufacturing operations,0.3,0,24,0,0,0,6,1,0,1,6000.0,1,2,2,2,1,1,1,1,1,4,4,3,5,4,4,5,4,5.0,4.0,2.0,3.0,1.0,1.0,4.0,6,6,4,7.0
690,Public sector and institutions,0.5,1,21,0,0,1,34,0,0,1,0.0,1,6,4,3,6,5,5,6,4,4,4,2,4,3,3,3,3,4.0,4.0,4.0,6.0,5.0,7.0,4.0,3,5,4,15.0
691,Software and IT services,0.86,0,26,1,0,0,22,1,0,0,7000.0,0,5,6,5,6,7,7,6,7,5,4,4,3,1,1,2,2,,,,,,,,4,3,4,
692,Accounting and audit,0.82,1,25,0,0,1,36,0,0,1,0.0,0,6,6,7,4,7,6,6,6,5,6,5,5,4,4,5,3,,,,,,,,5,4,4,
693,Public sector and institutions,0.5,0,24,0,0,0,35,1,0,0,4700.0,0,5,5,6,4,5,3,4,2,2,2,2,2,4,5,5,5,,,,,,,,4,4,4,
694,Research and development,0.58,1,24,1,0,1,13,0,1,1,0.0,1,3,1,4,1,4,4,4,4,5,3,4,3,3,4,3,4,2.0,1.0,3.0,4.0,5.0,5.0,4.0,4,4,5,19.0
695,Mechanical and civil engineering,0.42,1,22,0,1,0,22,1,0,0,4400.0,1,2,3,4,3,6,6,5,5,3,4,3,5,1,2,4,2,3.0,2.0,3.0,3.0,6.0,7.0,5.0,4,4,4,9.0
696,Public sector and institutions,0.5,1,21,0,0,0,34,1,0,0,6600.0,0,5,4,6,4,4,3,6,5,4,3,3,3,5,3,2,3,,,,,,,,3,2,3,
697,Software and IT services,0.86,1,23,0,0,0,8,1,0,1,4100.0,0,6,7,7,6,5,4,4,6,3,2,3,4,5,5,5,5,,,,,,,,6,6,7,
698,Software and IT services,0.86,1,23,0,1,0,11,1,0,1,4000.0,1,5,3,4,5,3,3,4,4,4,3,4,5,2,3,3,3,2.0,2.0,2.0,4.0,4.0,3.0,4.0,3,5,4,15.0
699,Sales,0.48,1,23,0,1,0,30,1,0,0,7800.0,0,5,4,3,4,3,4,6,3,3,1,3,2,3,3,5,6,,,,,,,,7,6,6,
700,Sales,0.48,0,21,0,0,0,7,1,0,0,2700.0,1,4,4,3,3,4,3,4,2,3,1,2,6,7,7,5,6,5.0,5.0,5.0,6.0,2.0,4.0,4.0,4,3,5,73.0
701,Customer service and operations,0.64,0,24,0,1,0,15,0,1,1,0.0,0,5,4,4,6,3,2,3,1,4,4,4,5,4,4,3,2,,,,,,,,3,2,3,
702,Hospitality and retail,0.25,1,21,0,0,0,35,1,1,1,4500.0,1,2,3,3,4,1,1,2,2,2,2,5,4,4,5,6,6,1.0,1.0,1.0,2.0,2.0,4.0,2.0,5,5,2,24.0
703,Accounting and audit,0.82,0,21,0,1,0,10,0,0,1,0.0,1,5,6,5,5,6,6,4,6,6,3,6,4,4,5,2,3,5.0,6.0,5.0,7.0,5.0,5.0,4.0,6,3,5,54.0
704,Software and IT services,0.86,0,24,0,1,0,35,1,0,1,8200.0,1,5,4,6,4,3,4,4,3,4,2,4,4,4,5,4,3,3.0,3.0,4.0,3.0,2.0,2.0,2.0,4,5,5,18.0
705,Healthcare and nursing,0.35,0,25,0,0,0,29,1,0,0,6800.0,0,4,3,5,4,6,5,5,6,5,5,6,4,2,4,3,1,,,,,,,,6,7,2,
706,Sales,0.48,1,21,0,1,0,24,1,0,1,5600.0,1,2,3,5,2,4,3,3,4,3,2,4,4,3,2,2,2,6.0,6.0,5.0,7.0,3.0,3.0,3.0,4,4,4,79.0
707,Accounting and audit,0.82,1,24,1,1,0,10,1,0,1,5000.0,1,3,3,3,2,4,5,4,5,5,6,5,5,6,7,5,6,4.0,3.0,5.0,2.0,1.0,1.0,2.0,3,4,4,13.0
708,Public sector and institutions,0.5,1,25,1,0,1,20,0,0,1,0.0,1,3,4,5,3,2,2,2,3,3,4,5,4,6,7,7,7,3.0,4.0,3.0,4.0,1.0,3.0,1.0,5,2,4,26.0
709,Customer service and operations,0.64,1,24,0,0,0,35,1,0,1,6700.0,1,3,5,5,4,1,4,3,3,3,4,3,4,6,6,3,6,1.0,2.0,2.0,4.0,3.0,5.0,4.0,4,5,7,12.0
710,Public sector and institutions,0.5,0,25,0,1,0,5,1,1,0,10900.0,1,2,2,1,1,1,2,3,2,3,3,5,6,5,4,4,6,1.0,3.0,1.0,3.0,5.0,4.0,4.0,2,3,4,4.0
711,Mechanical and civil engineering,0.42,1,25,0,1,0,22,1,0,1,5000.0,1,2,1,2,2,4,2,1,2,6,3,4,3,5,6,5,4,3.0,3.0,3.0,4.0,2.0,3.0,3.0,6,5,7,24.0
712,Education and training,0.55,1,21,0,1,1,17,1,0,1,4900.0,1,4,5,2,3,4,6,4,4,5,6,4,3,6,3,5,6,5.0,4.0,6.0,5.0,6.0,3.0,7.0,4,4,6,17.0
713,Software and IT services,0.86,1,25,0,0,0,11,1,0,1,6900.0,1,7,7,6,6,6,7,6,6,5,5,4,4,1,2,2,4,2.0,2.0,4.0,4.0,5.0,5.0,5.0,4,5,4,38.0
714,Administrative and clerical,0.74,1,24,0,0,0,14,0,0,0,0.0,1,5,6,6,5,4,3,3,2,3,1,1,2,7,5,6,6,4.0,3.0,3.0,3.0,4.0,5.0,3.0,4,3,6,14.0
715,Sales,0.48,1,24,0,0,0,10,1,0,1,4400.0,1,4,5,3,4,4,5,6,5,1,4,3,3,2,1,2,1,4.0,3.0,2.0,4.0,4.0,5.0,4.0,5,6,5,20.0
716,Education and training,0.55,1,21,0,1,0,22,1,0,1,4100.0,1,5,2,2,2,7,6,6,3,7,5,5,4,1,3,2,3,6.0,5.0,5.0,5.0,5.0,6.0,5.0,3,4,5,25.0
717,Design and creative services,0.66,1,26,1,0,0,10,1,1,0,9900.0,1,5,5,5,5,5,5,7,5,6,5,6,4,4,4,5,3,5.0,6.0,6.0,4.0,5.0,7.0,5.0,2,3,1,72.0
718,Administrative and clerical,0.74,0,27,1,0,0,22,1,0,1,5300.0,0,5,6,4,4,6,4,4,6,2,1,3,1,4,3,4,7,,,,,,,,5,7,6,
719,Marketing and e-commerce,0.6,1,25,0,0,1,32,1,1,1,6900.0,1,5,4,5,4,2,2,1,3,3,2,2,2,4,5,3,4,1.0,3.0,2.0,1.0,2.0,3.0,3.0,7,5,5,3.0
720,Education and training,0.55,0,21,0,0,1,15,1,0,1,7300.0,0,3,3,2,4,3,3,3,3,6,3,4,6,7,5,6,6,,,,,,,,5,3,5,
721,Marketing and e-commerce,0.6,1,21,0,1,0,11,0,1,1,0.0,1,6,5,5,5,2,4,2,1,6,7,6,7,6,7,4,6,6.0,4.0,5.0,3.0,5.0,3.0,3.0,5,3,4,24.0
722,Healthcare and nursing,0.35,0,21,0,1,0,7,1,0,1,6700.0,1,3,3,5,3,3,4,4,4,4,5,5,5,3,3,4,4,6.0,3.0,6.0,7.0,3.0,2.0,3.0,2,2,2,32.0
723,Accounting and audit,0.82,0,23,0,1,0,24,1,1,1,6300.0,0,5,3,5,3,3,4,2,2,6,6,7,4,7,7,7,7,,,,,,,,2,5,2,
724,Customer service and operations,0.64,0,27,1,1,1,32,0,0,1,0.0,1,7,6,5,6,5,6,5,6,4,4,4,3,5,3,3,6,6.0,5.0,5.0,6.0,6.0,6.0,6.0,3,2,2,71.0
725,Accounting and audit,0.82,1,23,0,0,0,26,1,0,0,5400.0,1,6,6,5,5,5,6,6,7,3,4,5,3,4,5,5,4,1.0,1.0,1.0,1.0,5.0,5.0,5.0,2,4,2,10.0
726,Healthcare and nursing,0.35,0,28,1,1,0,4,1,1,1,6700.0,0,2,1,3,3,4,5,5,3,5,4,1,2,5,6,6,6,,,,,,,,1,1,1,
727,Customer service and operations,0.64,1,24,0,1,0,7,0,1,0,0.0,1,4,5,3,4,4,3,5,5,2,2,1,1,4,3,3,5,1.0,5.0,5.0,2.0,6.0,6.0,7.0,1,2,1,19.0
728,Public sector and institutions,0.5,1,22,0,1,0,33,1,0,1,5700.0,1,2,6,3,3,1,1,2,2,5,5,5,7,4,4,4,4,4.0,5.0,4.0,5.0,1.0,2.0,1.0,2,3,2,19.0
729,Research and development,0.58,0,23,0,0,0,29,1,1,0,8700.0,1,3,4,2,3,3,3,4,2,4,3,5,4,6,5,5,5,7.0,5.0,3.0,4.0,2.0,1.0,2.0,5,5,4,9.0
730,Marketing and e-commerce,0.6,0,21,0,1,1,21,1,0,0,7700.0,1,3,4,4,4,4,2,2,3,5,7,3,5,5,7,7,6,5.0,3.0,3.0,4.0,1.0,1.0,4.0,4,4,5,15.0
731,Design and creative services,0.66,1,21,0,0,0,28,0,0,1,0.0,0,2,5,4,3,3,3,2,2,2,1,3,4,7,6,6,5,,,,,,,,4,2,3,
732,Sales,0.48,1,25,0,0,1,35,0,0,0,0.0,1,4,5,4,4,5,5,5,5,3,3,3,4,2,3,2,3,3.0,4.0,3.0,4.0,3.0,5.0,4.0,2,1,3,13.0
733,Accounting and audit,0.82,1,24,0,1,1,36,0,1,0,0.0,1,4,4,4,4,3,2,2,1,7,6,5,6,2,4,1,4,2.0,3.0,5.0,5.0,3.0,4.0,2.0,5,5,5,13.0
734,Construction site management,0.22,0,22,0,0,1,34,1,0,1,5700.0,1,4,3,4,5,5,5,4,4,2,4,3,4,3,2,4,2,4.0,3.0,4.0,2.0,5.0,6.0,5.0,7,6,5,13.0
735,Healthcare and nursing,0.35,1,27,1,0,0,22,0,0,1,0.0,1,2,6,4,4,2,3,2,1,5,5,5,6,6,6,7,6,2.0,3.0,3.0,4.0,2.0,1.0,4.0,3,2,4,34.0
736,Mechanical and civil engineering,0.42,0,25,0,0,0,31,0,0,1,0.0,0,6,4,3,4,6,5,4,4,3,3,6,5,2,1,5,4,,,,,,,,2,2,3,
737,"Content, media and communication",0.76,1,24,0,0,1,17,1,0,1,6500.0,1,4,3,4,6,2,1,4,3,2,1,2,2,4,4,6,5,1.0,2.0,4.0,5.0,4.0,5.0,3.0,2,4,2,19.0
738,Hospitality and retail,0.25,0,24,0,0,1,16,0,1,0,0.0,1,2,2,2,1,3,2,3,2,3,3,3,4,6,7,6,6,4.0,2.0,3.0,3.0,4.0,4.0,4.0,5,5,2,4.0
739,Mechanical and civil engineering,0.42,0,22,0,1,0,27,0,0,0,0.0,1,2,2,2,1,2,3,4,4,4,5,4,5,3,3,3,4,7.0,6.0,6.0,7.0,1.0,2.0,4.0,6,2,7,31.0
740,Public sector and institutions,0.5,1,24,1,1,0,11,1,0,0,6800.0,0,4,4,4,2,5,5,3,3,5,7,5,6,1,2,3,3,,,,,,,,6,6,6,
741,"Banking, securities and finance",0.71,0,23,0,0,1,23,1,0,1,4400.0,1,5,4,5,5,5,5,4,4,3,4,4,5,3,3,5,3,6.0,4.0,5.0,5.0,5.0,4.0,4.0,4,4,5,21.0
742,Software and IT services,0.86,1,23,0,1,0,25,1,0,1,3800.0,0,4,4,5,4,3,2,4,3,4,3,3,3,4,4,4,5,,,,,,,,3,5,4,
743,Public sector and institutions,0.5,1,23,0,1,0,17,1,0,1,7400.0,1,4,6,4,4,4,5,4,5,5,6,6,5,4,1,3,2,6.0,7.0,7.0,6.0,7.0,3.0,4.0,5,6,6,23.0
744,Legal services,0.68,1,24,0,1,1,18,1,0,0,10200.0,1,4,4,2,3,3,4,2,3,3,2,2,1,3,4,4,5,4.0,4.0,2.0,2.0,3.0,4.0,4.0,5,5,5,19.0
745,"Content, media and communication",0.76,0,24,0,0,0,5,1,0,0,2500.0,1,6,7,7,5,6,5,5,6,2,1,3,2,3,4,3,4,4.0,6.0,5.0,4.0,6.0,5.0,5.0,2,1,2,29.0
746,Public sector and institutions,0.5,1,24,0,0,1,6,1,1,1,6100.0,0,1,1,1,1,3,2,2,2,2,5,1,2,4,5,4,4,,,,,,,,4,4,4,
747,"Banking, securities and finance",0.71,1,24,0,1,0,10,1,0,1,6600.0,0,3,6,6,7,4,4,4,6,4,5,5,3,3,4,3,4,,,,,,,,1,3,2,
748,Public sector and institutions,0.5,0,22,0,0,0,21,1,0,1,5500.0,1,2,4,3,3,5,2,3,5,4,4,5,6,4,3,5,3,4.0,3.0,4.0,6.0,2.0,2.0,5.0,4,6,3,32.0
749,Sales,0.48,1,25,0,0,1,9,1,0,0,8000.0,1,2,2,4,3,1,3,3,1,3,2,2,4,7,6,5,6,4.0,4.0,4.0,3.0,2.0,2.0,3.0,6,7,6,13.0
750,Accounting and audit,0.82,1,28,1,1,1,21,1,0,1,5600.0,1,5,6,5,4,5,3,5,4,4,5,3,4,1,4,3,5,1.0,5.0,3.0,4.0,4.0,4.0,3.0,5,4,5,12.0
751,Design and creative services,0.66,0,25,1,0,0,34,0,0,0,0.0,1,5,5,5,4,5,5,5,5,3,7,4,5,3,2,4,2,6.0,4.0,4.0,5.0,3.0,5.0,4.0,6,7,6,12.0
752,Public sector and institutions,0.5,1,21,0,0,1,4,1,0,1,10100.0,1,2,2,2,3,3,4,3,2,3,1,2,2,3,5,2,4,2.0,1.0,2.0,4.0,1.0,2.0,1.0,3,3,3,7.0
753,Accounting and audit,0.82,0,22,0,0,1,20,1,0,1,4300.0,1,3,3,5,4,4,3,4,3,5,4,6,4,5,5,5,5,5.0,5.0,7.0,6.0,3.0,6.0,4.0,3,4,2,46.0
754,Marketing and e-commerce,0.6,1,24,0,0,0,9,1,0,1,4000.0,1,1,2,4,3,6,3,4,4,5,4,5,5,2,2,1,1,6.0,6.0,6.0,6.0,2.0,3.0,6.0,1,1,2,85.0
755,Construction site management,0.22,0,22,0,0,0,23,1,0,1,3600.0,1,3,5,4,3,1,2,4,2,3,3,3,3,5,6,5,6,5.0,5.0,4.0,4.0,1.0,3.0,3.0,2,3,5,46.0
756,Education and training,0.55,0,21,0,1,0,32,1,0,1,3500.0,1,3,4,3,3,6,5,5,4,3,4,6,5,2,4,4,4,4.0,3.0,4.0,4.0,5.0,4.0,6.0,4,2,3,54.0
757,Marketing and e-commerce,0.6,0,25,0,0,0,9,1,0,1,4300.0,1,6,7,5,4,1,2,2,2,4,3,5,3,4,4,3,4,3.0,2.0,2.0,3.0,2.0,3.0,4.0,6,6,6,4.0
758,Marketing and e-commerce,0.6,1,23,0,0,0,22,1,1,0,5800.0,1,3,5,5,5,3,2,2,2,4,4,4,4,5,4,5,3,6.0,7.0,4.0,4.0,2.0,2.0,2.0,3,2,5,21.0
759,Customer service and operations,0.64,1,25,0,1,0,11,1,1,1,5300.0,0,6,6,3,6,6,5,6,6,4,4,3,2,6,5,5,4,,,,,,,,5,3,5,
760,Education and training,0.55,0,25,0,1,0,10,1,0,1,5700.0,0,5,4,4,3,2,4,4,2,5,5,5,4,5,4,3,4,,,,,,,,7,7,6,
761,Hospitality and retail,0.25,0,26,1,1,0,18,0,0,1,0.0,1,5,5,5,5,4,5,6,4,5,4,3,3,4,5,6,5,3.0,4.0,4.0,3.0,4.0,7.0,6.0,6,2,6,31.0
762,"Content, media and communication",0.76,0,24,0,0,1,15,1,0,1,9500.0,1,3,2,2,3,4,4,5,2,5,4,3,2,5,5,5,3,5.0,6.0,4.0,5.0,6.0,3.0,4.0,5,3,4,32.0
763,Customer service and operations,0.64,0,22,0,0,0,3,1,0,1,9600.0,1,3,2,5,3,6,6,6,6,4,5,6,6,5,4,2,4,5.0,4.0,3.0,6.0,6.0,4.0,3.0,6,6,7,19.0
764,Public sector and institutions,0.5,1,23,0,0,0,3,0,1,0,0.0,1,6,4,6,4,5,5,6,4,3,2,3,2,6,7,7,6,1.0,4.0,5.0,3.0,5.0,2.0,3.0,4,4,3,14.0
765,Software and IT services,0.86,0,22,0,0,0,14,1,0,0,7100.0,1,6,4,4,4,5,1,5,3,4,5,6,6,4,5,4,5,4.0,4.0,3.0,4.0,5.0,3.0,6.0,2,4,3,22.0
766,Customer service and operations,0.64,0,26,1,1,0,21,1,1,1,6100.0,0,5,5,4,4,4,2,3,4,6,5,7,5,5,3,4,4,,,,,,,,6,6,5,
767,Mechanical and civil engineering,0.42,1,23,0,0,1,5,1,0,1,7300.0,1,3,2,2,2,6,4,5,5,1,2,3,2,3,2,1,2,4.0,5.0,5.0,6.0,3.0,4.0,4.0,2,3,1,20.0
768,Healthcare and nursing,0.35,1,27,1,1,0,17,0,0,1,0.0,1,5,2,2,6,5,5,5,5,4,4,6,6,7,6,4,7,3.0,4.0,5.0,7.0,5.0,4.0,4.0,5,5,6,40.0
769,Sales,0.48,1,27,1,1,0,15,0,0,1,0.0,1,6,5,6,6,4,5,5,3,3,1,3,3,4,6,5,7,5.0,4.0,3.0,3.0,3.0,3.0,4.0,5,3,4,18.0
770,Logistics and supply chain,0.33,0,23,0,1,0,4,0,0,1,0.0,1,3,2,1,3,1,1,2,2,6,5,6,4,6,4,3,3,7.0,4.0,6.0,6.0,4.0,2.0,5.0,3,3,2,36.0
771,Marketing and e-commerce,0.6,1,21,0,0,0,23,1,0,1,6800.0,0,5,3,4,6,3,4,4,3,6,5,5,6,3,3,4,4,,,,,,,,2,4,4,
772,Customer service and operations,0.64,0,21,0,0,0,12,0,1,0,0.0,0,5,6,4,6,5,4,2,3,4,3,4,4,5,3,4,2,,,,,,,,5,5,6,
773,"Content, media and communication",0.76,0,24,1,0,0,32,0,0,0,0.0,0,7,4,6,7,5,3,5,5,2,3,2,2,5,3,5,5,,,,,,,,5,5,2,
774,Administrative and clerical,0.74,0,25,0,0,0,19,1,0,1,6600.0,1,7,6,6,7,7,7,4,4,1,1,3,1,4,4,2,2,3.0,4.0,1.0,4.0,4.0,4.0,6.0,3,4,2,16.0
775,Sales,0.48,1,27,1,0,1,28,1,1,0,3000.0,1,4,5,4,4,5,5,4,6,4,5,4,5,4,4,3,3,5.0,7.0,7.0,6.0,4.0,7.0,5.0,5,5,5,54.0
776,Construction site management,0.22,1,25,0,0,0,11,1,0,1,6000.0,1,3,2,2,2,4,5,4,3,3,3,5,2,2,3,4,3,5.0,4.0,5.0,7.0,3.0,1.0,3.0,5,3,2,10.0
777,Marketing and e-commerce,0.6,1,25,0,1,0,3,0,0,1,0.0,0,5,5,6,6,5,6,7,4,6,4,5,5,4,2,2,2,,,,,,,,4,2,4,
778,Hospitality and retail,0.25,0,25,1,1,1,29,0,0,1,0.0,1,6,4,6,5,5,4,4,4,5,5,3,4,3,5,5,5,5.0,4.0,3.0,2.0,5.0,2.0,5.0,5,4,3,16.0
779,Marketing and e-commerce,0.6,1,28,1,1,1,14,1,1,0,7400.0,0,2,2,2,3,6,4,5,5,4,3,2,5,5,3,3,4,,,,,,,,3,4,6,
780,Administrative and clerical,0.74,1,25,0,1,0,8,0,0,1,0.0,0,5,4,3,5,2,3,4,4,7,7,7,7,3,4,2,3,,,,,,,,5,5,4,
781,Sales,0.48,1,22,0,0,0,27,1,0,0,8200.0,1,2,2,3,3,3,4,4,4,2,5,6,4,5,6,6,7,3.0,4.0,4.0,5.0,4.0,3.0,4.0,6,6,5,11.0
782,Customer service and operations,0.64,0,25,0,1,0,26,1,0,1,7200.0,0,5,4,3,3,6,7,6,5,4,2,2,6,5,6,6,6,,,,,,,,2,3,2,
783,Public sector and institutions,0.5,0,21,0,0,0,30,1,0,0,6700.0,0,3,3,3,4,4,4,5,5,3,4,4,4,5,5,3,5,,,,,,,,3,4,2,
784,Education and training,0.55,0,25,0,0,1,26,0,0,1,0.0,0,3,3,3,2,3,2,2,2,2,4,1,2,4,6,5,5,,,,,,,,4,5,4,
785,Mechanical and civil engineering,0.42,0,25,0,1,0,30,0,0,1,0.0,1,4,4,5,5,1,1,1,2,4,6,3,4,7,5,4,4,4.0,6.0,5.0,7.0,1.0,2.0,3.0,3,5,3,29.0
786,"Banking, securities and finance",0.71,1,27,1,0,0,6,1,0,0,5800.0,1,3,3,5,4,4,4,3,4,2,4,3,4,2,4,3,4,5.0,5.0,5.0,5.0,4.0,3.0,4.0,1,3,2,14.0
787,"Content, media and communication",0.76,1,24,0,1,0,30,1,0,0,6200.0,1,4,3,4,5,4,4,4,4,4,3,3,4,4,4,6,4,4.0,3.0,2.0,5.0,5.0,6.0,4.0,2,4,5,20.0
788,Manufacturing operations,0.3,0,21,0,0,1,35,1,1,1,4800.0,1,3,2,2,3,4,3,1,3,3,3,2,3,5,3,3,4,1.0,1.0,1.0,1.0,3.0,3.0,3.0,7,6,5,2.0
789,Design and creative services,0.66,0,21,0,1,0,35,1,0,0,2900.0,1,3,2,3,3,2,2,1,2,5,6,4,2,3,3,2,2,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5,5,5,14.0
790,Manufacturing operations,0.3,1,22,0,1,1,9,1,0,1,8700.0,1,3,4,4,4,2,4,3,2,6,5,5,5,4,5,4,6,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3,6,4,16.0
791,Mechanical and civil engineering,0.42,0,24,0,0,1,18,0,0,1,0.0,1,3,2,4,3,2,3,3,3,6,4,4,6,3,4,4,3,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4,5,2,8.0
792,Marketing and e-commerce,0.6,1,21,0,0,1,27,0,0,1,0.0,1,5,4,5,5,6,6,4,5,3,2,3,1,3,2,1,2,2.0,2.0,1.0,3.0,7.0,6.0,7.0,7,5,6,12.0
793,Research and development,0.58,0,25,1,1,0,7,0,1,1,0.0,1,4,4,4,4,5,4,5,5,3,2,2,2,3,2,2,3,2.0,2.0,1.0,3.0,5.0,4.0,5.0,4,4,3,22.0
794,Public sector and institutions,0.5,1,21,0,0,0,32,1,0,1,5500.0,0,1,1,1,3,2,3,4,3,4,6,2,4,4,5,5,3,,,,,,,,4,5,3,
795,Hospitality and retail,0.25,0,24,0,0,0,16,1,0,0,7700.0,0,2,4,3,3,1,2,2,2,4,4,5,4,4,3,4,5,,,,,,,,2,3,2,
796,Accounting and audit,0.82,1,21,0,1,0,6,1,0,0,5800.0,1,4,4,3,3,6,3,3,5,2,2,3,3,6,5,5,4,1.0,3.0,3.0,2.0,4.0,3.0,5.0,4,5,4,12.0
797,Education and training,0.55,1,23,0,1,0,3,1,1,0,6500.0,0,3,2,3,3,4,4,3,2,6,3,4,2,5,5,4,5,,,,,,,,3,7,5,
798,Customer service and operations,0.64,0,24,0,0,0,25,1,0,0,3000.0,1,5,4,4,5,4,7,5,5,4,3,4,5,5,6,6,4,3.0,4.0,3.0,4.0,3.0,3.0,2.0,5,5,2,11.0
799,Healthcare and nursing,0.35,1,22,0,0,0,14,1,1,1,4200.0,1,2,1,2,1,2,1,3,4,5,5,6,7,5,4,5,4,2.0,5.0,5.0,5.0,1.0,3.0,3.0,3,3,4,15.0
800,Mechanical and civil engineering,0.42,1,23,0,1,0,16,1,0,1,2700.0,1,6,6,5,7,6,6,6,6,6,6,5,6,3,4,1,3,4.0,2.0,4.0,4.0,5.0,4.0,3.0,2,1,1,9.0
801,Logistics and supply chain,0.33,1,28,1,0,0,6,1,1,0,4500.0,0,3,2,2,2,6,4,4,4,5,6,4,4,3,3,2,5,,,,,,,,3,6,7,
802,Marketing and e-commerce,0.6,0,21,0,0,0,8,0,0,1,0.0,0,5,2,3,3,4,3,2,4,3,2,3,3,4,4,3,4,,,,,,,,2,3,4,
803,Hospitality and retail,0.25,1,21,0,0,0,24,0,1,1,0.0,1,5,4,4,4,5,6,4,5,5,3,3,4,7,4,4,5,4.0,5.0,5.0,5.0,5.0,7.0,6.0,3,3,4,8.0
804,Marketing and e-commerce,0.6,1,25,0,1,0,7,0,1,1,0.0,1,3,5,3,3,6,6,5,6,1,1,1,1,3,4,3,5,1.0,3.0,3.0,2.0,7.0,7.0,6.0,4,4,2,11.0
805,Software and IT services,0.86,1,24,0,1,0,22,1,0,0,7300.0,1,5,6,4,5,5,5,6,6,2,1,2,2,2,2,1,3,4.0,3.0,3.0,3.0,5.0,4.0,5.0,5,5,5,17.0
806,Construction site management,0.22,0,23,0,0,0,26,1,0,1,5700.0,1,1,1,1,2,3,2,2,3,5,3,4,4,4,4,2,5,5.0,4.0,6.0,3.0,6.0,4.0,4.0,4,4,4,18.0
807,Marketing and e-commerce,0.6,0,23,0,1,0,12,1,0,0,3500.0,1,3,2,4,2,3,4,4,3,4,4,4,4,7,5,6,5,4.0,5.0,4.0,7.0,7.0,2.0,3.0,4,4,4,57.0
808,Customer service and operations,0.64,0,24,0,1,0,14,0,0,1,0.0,0,4,6,5,4,6,6,4,3,6,6,5,6,5,5,6,3,,,,,,,,5,4,5,
